Class Enrollment Summary by Term,,,,,,,,,,,,,
Time run: 9/25/2023 7:00:03 AM,,,,,,,,,,,,,
,,,,,,,,,,,,,
Course ID,Course Title,Course Name,Course Section Code,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Total
223002,AAAS 108,Black Religion and Sexuality,001,African & African Amer Studies,"Greene-Hayes,Ahmad",1,0,0,0,0,0,0,1
223003,AAAS 109,"Religion, Theory, and the Arch",001,African & African Amer Studies,"Greene-Hayes,Ahmad",0,0,0,0,0,0,0,0
222670,AAAS 112,Black Art and the Refounding o,001,African & African Amer Studies,"Lewis,Sarah Elizabeth",23,1,0,0,0,0,0,24
108849,AAAS 124,Tobacco and Sugar,001,African & African Amer Studies,"Sommer,Doris",0,0,0,0,0,0,0,0
222688,AAAS 186,"Religion, Culture, and Society",001,African & African Amer Studies,"Olupona,Jacob",0,1,0,0,0,0,0,1
222163,AAAS 192,The History of African Art,001,African & African Amer Studies,"Blier,Suzanne",1,1,0,0,0,0,0,2
222659,AAAS 205,Questions of Theory,001,African & African Amer Studies,"Sommer,Doris",0,1,0,0,0,0,0,1
222505,AAAS 212A,New Directions in Black Power,001,African & African Amer Studies,"Terry,Brandon Michael",0,4,0,1,0,0,0,5
222097,AAAS 222A,Afrodescendant Citizenship in,001,African & African Amer Studies,"de la Fuente,Alejandro",0,4,0,0,0,0,0,4
123591,AFRAMER 11,Introduction to African Studie,001,African & African Amer Studies,"Agbiboa,Daniel",22,0,0,0,0,0,0,22
222142,AFRAMER 111X,Africa in the Twentieth Centur,SEM,African & African Amer Studies,"Ogene,Timothy",4,1,0,0,0,0,0,5
218819,AFRAMER 115Y,Introduction to African Popula,001,African & African Amer Studies,"Ogene,Timothy",2,0,0,0,0,0,0,2
156935,AFRAMER 116,Autobiography and Memoir,01,African & African Amer Studies,"Kincaid,Jamaica",3,1,0,2,0,0,0,6
108167,AFRAMER 120X,African American Theatre,SEM,African & African Amer Studies,"Bernstein,Robin",11,0,0,1,0,0,0,12
222230,AFRAMER 135Y,Black Feminist Theory Seminar,001,African & African Amer Studies,"Perry,Imani",11,3,0,0,0,0,0,14
222657,AFRAMER 146X,A Black History of Electronic,001,African & African Amer Studies,"Aumoithe,George",9,0,0,3,0,0,0,12
222478,AFRAMER 156X,Contemporary African American,001,African & African Amer Studies,,0,0,0,0,0,0,0,0
220490,AFRAMER 184X,Jim Crow: Histories and Reviva,001,African & African Amer Studies,"Eatmon,Myisha",13,1,0,0,0,0,0,14
